Answer,Division,Grouping,Level,Org_Group,Organization,Q Id,Q-Pillar_Group,Question Id,Question Id Details,Question Id Enum,Question Id Short,Question Type,State,Submission Id,Text Answer,Title,Value_NULL,Wording,Completion_Rate,Q_Score,Score_Status,Value
,,Technology,,Other Organizations,,GM5a_2,GM5a_2,"QID63,choiceId:2",QID63,GM5a_2,GM5a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
,,Technology,,Other Organizations,,GM5a_3,GM5a_3,"QID63,choiceId:3",QID63,GM5a_3,GM5a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
,,Technology,,Other Organizations,,GM5a_4,GM5a_4,"QID63,choiceId:4",QID63,GM5a_4,GM5a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
,,Technology,,Other Organizations,,GM5a_5,GM5a_5,"QID63,choiceId:5",QID63,GM5a_5,GM5a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
,,Technology,,Other Organizations,,GM5a_6,GM5a_6,"QID63,choiceId:6",QID63,GM5a_6,GM5a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
,,Technology,,Other Organizations,,GM5a_7,GM5a_7,"QID63,choiceId:7",QID63,GM5a_7,GM5a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
,,Technology,,Other Organizations,,GM5a_7_TEXT,GM5a_7_TEXT,QID637TEXT,QID63,GM5a_7_TEXT,GM5a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
,,People,,Other Organizations,,GM6,GM6,QID64,QID64,GM6,GM6,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, How likely do you think you will be to use AI in your current role in the next year?,1,,Optimizing AI,
,,People,,Other Organizations,,GM7,GM7,QID65,QID65,GM7,GM7,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, How much of your work do you think will be impacted by AI over the next 5-10 years?,1,,Optimizing AI,
,,Familiarity,,Other Organizations,,GM8,GM8,QID66,QID66,GM8,GM8,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, How would you rate your current comfort with using AI?,1,,Optimizing AI,
,,People,,Other Organizations,,GM9_1,GM9_1,QID671,QID67,GM9_1,GM9,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following best describes you?,1,,Optimizing AI,
,,People,,Other Organizations,,GM9_2,GM9_2,QID672,QID67,GM9_2,GM9,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following best describes you?,1,,Optimizing AI,
,,People,,Other Organizations,,GM9_3,GM9_3,QID673,QID67,GM9_3,GM9,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following best describes you?,1,,Optimizing AI,
,,Prevent bias in training data,,Other Organizations,,DTM1_1,DTM1_1,QID711,QID71,DTM1_1,DTM1,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,,Prevent bias in AI models,,Other Organizations,,DTM1_2,DTM1_2,QID712,QID71,DTM1_2,DTM1,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,,Identify bias in AI models,,Other Organizations,,DTM1_3,DTM1_3,QID713,QID71,DTM1_3,DTM1,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,,Address bias in AI models,,Other Organizations,,DTM1_4,DTM1_4,QID714,QID71,DTM1_4,DTM1,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,,Understand why AI models became biased,,Other Organizations,,DTM1_5,DTM1_5,QID715,QID71,DTM1_5,DTM1,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,,Document best practices in preventing bias in AI models,,Other Organizations,,DTM1_6,DTM1_6,QID716,QID71,DTM1_6,DTM1,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,,Data,,Other Organizations,,DTM2,DTM2,QID72,QID72,DTM2,DTM2,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE," My organization has a standardized ability (, API Management) to access data from ",1,,Optimizing AI,
,,Data wrangling,,Other Organizations,,DTM3_1,DTM3_1,QID731,QID73,DTM3_1,DTM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,,Solution architecture,,Other Organizations,,DTM3_10,DTM3_10,QID7310,QID73,DTM3_10,DTM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,,Data engineering,,Other Organizations,,DTM3_2,DTM3_2,QID732,QID73,DTM3_2,DTM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,,Data curation,,Other Organizations,,DTM3_3,DTM3_3,QID733,QID73,DTM3_3,DTM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,,Data exploration,,Other Organizations,,DTM3_4,DTM3_4,QID734,QID73,DTM3_4,DTM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,,Data analysis,,Other Organizations,,DTM3_5,DTM3_5,QID735,QID73,DTM3_5,DTM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,,Algorithm development,,Other Organizations,,DTM3_6,DTM3_6,QID736,QID73,DTM3_6,DTM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,,Algorithm validation,,Other Organizations,,DTM3_7,DTM3_7,QID737,QID73,DTM3_7,DTM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,,Full stack development,,Other Organizations,,DTM3_8,DTM3_8,QID738,QID73,DTM3_8,DTM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,,UX generation,,Other Organizations,,DTM3_9,DTM3_9,QID739,QID73,DTM3_9,DTM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,,Natural language processing,,Other Organizations,,DTM4_1,DTM4_1,"QID74,choiceId:1",QID74,DTM4_1,DTM4,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,,Unsupervised learning,,Other Organizations,,DTM4_2,DTM4_2,"QID74,choiceId:2",QID74,DTM4_2,DTM4,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,,Supervised learning,,Other Organizations,,DTM4_3,DTM4_3,"QID74,choiceId:3",QID74,DTM4_3,DTM4,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,,Forecasting and simulation,,Other Organizations,,DTM4_4,DTM4_4,"QID74,choiceId:4",QID74,DTM4_4,DTM4,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,,Process automation,,Other Organizations,,DTM4_5,DTM4_5,"QID74,choiceId:5",QID74,DTM4_5,DTM4,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,,Statistical modeling,,Other Organizations,,DTM4_6,DTM4_6,"QID74,choiceId:6",QID74,DTM4_6,DTM4,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,,Neural networks,,Other Organizations,,DTM4_7,DTM4_7,"QID74,choiceId:7",QID74,DTM4_7,DTM4,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,,Other,,Other Organizations,,DTM4_9,DTM4_9,"QID74,choiceId:9",QID74,DTM4_9,DTM4,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,,(please specify),,Other Organizations,,DTM4_9_TEXT,DTM4_9_TEXT,QID749TEXT,QID74,DTM4_9_TEXT,DTM4,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,,MySQL,,Other Organizations,,DTM5_1,DTM5_1,"QID75,choiceId:1",QID75,DTM5_1,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,Microsoft Azure Data Lake,,Other Organizations,,DTM5_10,DTM5_10,"QID75,choiceId:10",QID75,DTM5_10,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,Amazon Redshift,,Other Organizations,,DTM5_11,DTM5_11,"QID75,choiceId:11",QID75,DTM5_11,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,Amazon Athena,,Other Organizations,,DTM5_12,DTM5_12,"QID75,choiceId:12",QID75,DTM5_12,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,Amazon DynamoDB,,Other Organizations,,DTM5_13,DTM5_13,"QID75,choiceId:13",QID75,DTM5_13,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,Google Cloud BigQuery,,Other Organizations,,DTM5_14,DTM5_14,"QID75,choiceId:14",QID75,DTM5_14,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,Google Cloud BigQuery,,Other Organizations,,DTM5_15,DTM5_15,"QID75,choiceId:15",QID75,DTM5_15,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,Google Cloud Firestore,,Other Organizations,,DTM5_16,DTM5_16,"QID75,choiceId:16",QID75,DTM5_16,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,Other,,Other Organizations,,DTM5_18,DTM5_18,"QID75,choiceId:18",QID75,DTM5_18,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,PostgreSQL,,Other Organizations,,DTM5_2,DTM5_2,"QID75,choiceId:2",QID75,DTM5_2,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,SQLite,,Other Organizations,,DTM5_3,DTM5_3,"QID75,choiceId:3",QID75,DTM5_3,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,Oracle Database,,Other Organizations,,DTM5_4,DTM5_4,"QID75,choiceId:4",QID75,DTM5_4,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,MongoDB,,Other Organizations,,DTM5_5,DTM5_5,"QID75,choiceId:5",QID75,DTM5_5,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,Snowflake,,Other Organizations,,DTM5_6,DTM5_6,"QID75,choiceId:6",QID75,DTM5_6,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,IBM Db2,,Other Organizations,,DTM5_7,DTM5_7,"QID75,choiceId:7",QID75,DTM5_7,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,Microsoft SQL Server,,Other Organizations,,DTM5_8,DTM5_8,"QID75,choiceId:8",QID75,DTM5_8,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,Microsoft Access,,Other Organizations,,DTM5_9,DTM5_9,"QID75,choiceId:9",QID75,DTM5_9,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,(please specify),,Other Organizations,,DTM5_18_TEXT,DTM5_18_TEXT,QID7518TEXT,QID75,DTM5_18_TEXT,DTM5,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,,Data,,Other Organizations,,DTM6,DTM6,QID76,QID76,DTM6,DTM6,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following best describes how your organization stores data?,1,,Optimizing AI,
,,Amazon Web Services (AWS),,Other Organizations,,DTM6a_1,DTM6a_1,"QID77,choiceId:1",QID77,DTM6a_1,DTM6a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,,Other,,Other Organizations,,DTM6a_10,DTM6a_10,"QID77,choiceId:10",QID77,DTM6a_10,DTM6a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,,Microsoft Azure,,Other Organizations,,DTM6a_2,DTM6a_2,"QID77,choiceId:2",QID77,DTM6a_2,DTM6a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,,Google Cloud Platform (GCP),,Other Organizations,,DTM6a_3,DTM6a_3,"QID77,choiceId:3",QID77,DTM6a_3,DTM6a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,,IBM Cloud / Red Hat,,Other Organizations,,DTM6a_4,DTM6a_4,"QID77,choiceId:4",QID77,DTM6a_4,DTM6a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,,Oracle Cloud,,Other Organizations,,DTM6a_5,DTM6a_5,"QID77,choiceId:5",QID77,DTM6a_5,DTM6a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,,SAP Cloud,,Other Organizations,,DTM6a_6,DTM6a_6,"QID77,choiceId:6",QID77,DTM6a_6,DTM6a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,,Salesforce Cloud,,Other Organizations,,DTM6a_7,DTM6a_7,"QID77,choiceId:7",QID77,DTM6a_7,DTM6a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,,VMware Cloud,,Other Organizations,,DTM6a_8,DTM6a_8,"QID77,choiceId:8",QID77,DTM6a_8,DTM6a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,,(please specify),,Other Organizations,,DTM6a_10_TEXT,DTM6a_10_TEXT,QID7710TEXT,QID77,DTM6a_10_TEXT,DTM6a,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,,Amazon Sagemaker,,Other Organizations,,DTM7_1,DTM7_1,"QID78,choiceId:1",QID78,DTM7_1,DTM7,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,,Other,,Other Organizations,,DTM7_12,DTM7_12,"QID78,choiceId:12",QID78,DTM7_12,DTM7,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,,Amazon,,Other Organizations,,DTM7_2,DTM7_2,"QID78,choiceId:2",QID78,DTM7_2,DTM7,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,,Amazon Rekognition,,Other Organizations,,DTM7_3,DTM7_3,"QID78,choiceId:3",QID78,DTM7_3,DTM7,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,,Azure Machine Learning Studio,,Other Organizations,,DTM7_4,DTM7_4,"QID78,choiceId:4",QID78,DTM7_4,DTM7,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,,Azure Cognitive Services,,Other Organizations,,DTM7_5,DTM7_5,"QID78,choiceId:5",QID78,DTM7_5,DTM7,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,,Google Cloud AI Platform / Google Cloud ML Engine,,Other Organizations,,DTM7_6,DTM7_6,"QID78,choiceId:6",QID78,DTM7_6,DTM7,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,,Google Cloud Video AI,,Other Organizations,,DTM7_7,DTM7_7,"QID78,choiceId:7",QID78,DTM7_7,DTM7,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,,Google Cloud Natural,,Other Organizations,,DTM7_8,DTM7_8,"QID78,choiceId:8",QID78,DTM7_8,DTM7,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,,Google Cloud Vision AI,,Other Organizations,,DTM7_9,DTM7_9,"QID78,choiceId:9",QID78,DTM7_9,DTM7,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,,(please specify),,Other Organizations,,DTM7_12_TEXT,DTM7_12_TEXT,QID7812TEXT,QID78,DTM7_12_TEXT,DTM7,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,,Agile project management,,Other Organizations,,DTM8_1,DTM8_1,"QID79,choiceId:1",QID79,DTM8_1,DTM8,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,,Continuous integration/Continuous delivery (CI/CD),,Other Organizations,,DTM8_2,DTM8_2,"QID79,choiceId:2",QID79,DTM8_2,DTM8,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,,Automated testing,,Other Organizations,,DTM8_3,DTM8_3,"QID79,choiceId:3",QID79,DTM8_3,DTM8,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,,Key performance indicators (KPIs) measurement,,Other Organizations,,DTM8_4,DTM8_4,"QID79,choiceId:4",QID79,DTM8_4,DTM8,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,,Containerization,,Other Organizations,,DTM8_5,DTM8_5,"QID79,choiceId:5",QID79,DTM8_5,DTM8,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,,Source control,,Other Organizations,,DTM8_6,DTM8_6,"QID79,choiceId:6",QID79,DTM8_6,DTM8,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,,Collaboration and communication,,Other Organizations,,DTM8_7,DTM8_7,"QID79,choiceId:7",QID79,DTM8_7,DTM8,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,,Other,,Other Organizations,,DTM8_9,DTM8_9,"QID79,choiceId:9",QID79,DTM8_9,DTM8,Multi-Punch,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,,Process,,Other Organizations,,PM1,PM1,QID83,QID83,PM1,PM1,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, My organization has a defined change management plan to integrate AI into the ,1,,Optimizing AI,
,,"Formal networks, such as an AI Center of Excellence or innovation program",,Other Organizations,,PM2_1,PM2_1,QID841,QID84,PM2_1,PM2,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE," To share knowledge, my organization ..",1,,Optimizing AI,
,,"Informal networks, such as learning groups",,Other Organizations,,PM2_2,PM2_2,QID842,QID84,PM2_2,PM2,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE," To share knowledge, my organization ..",1,,Optimizing AI,
,,Data Scientist,,Other Organizations,,PM3_1,PM3_1,QID851,QID85,PM3_1,PM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, How would you rate the maturity of the following AI roles?,1,,Optimizing AI,
,,Statistician,,Other Organizations,,PM3_2,PM3_2,QID852,QID85,PM3_2,PM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, How would you rate the maturity of the following AI roles?,1,,Optimizing AI,
,,Data Engineer,,Other Organizations,,PM3_3,PM3_3,QID853,QID85,PM3_3,PM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, How would you rate the maturity of the following AI roles?,1,,Optimizing AI,
,,Full Stack Developers,,Other Organizations,,PM3_4,PM3_4,QID854,QID85,PM3_4,PM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, How would you rate the maturity of the following AI roles?,1,,Optimizing AI,
,,UX Designers,,Other Organizations,,PM3_5,PM3_5,QID855,QID85,PM3_5,PM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, How would you rate the maturity of the following AI roles?,1,,Optimizing AI,
,,Solution Architect,,Other Organizations,,PM3_6,PM3_6,QID856,QID85,PM3_6,PM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, How would you rate the maturity of the following AI roles?,1,,Optimizing AI,
,,QA Testers,,Other Organizations,,PM3_7,PM3_7,QID857,QID85,PM3_7,PM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, How would you rate the maturity of the following AI roles?,1,,Optimizing AI,
,,Communication and Change Manager,,Other Organizations,,PM3_8,PM3_8,QID858,QID85,PM3_8,PM3,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE, How would you rate the maturity of the following AI roles?,1,,Optimizing AI,
,,Integrates risk management controls into AI design,,Other Organizations,,To_1,To_1,QID881,QID88,To_1,To,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE,To what extent does you organization engage in the following activities to manage the risk of AI initiatives?,1,,Optimizing AI,
,,Aligns AI risk management with the organization’s broader risk management efforts,,Other Organizations,,To_2,To_2,QID882,QID88,To_2,To,Likert,COMPLETED,R_20SWc7assyaZOx2,,,TRUE,To what extent does you organization engage in the following activities to manage the risk of AI initiatives?,1,,Optimizing AI,
xyz,abc,Demographics,Executive / C-Suite / Director,Other Organizations,,Q1,Q1,QID10TEXT,QID10,Q1,Q1,Demographics info,COMPLETED,R_27CMXkDhfl0M0Hg,xyz,md,TRUE, What is your Organization?,1,,Optimizing AI,
abc,abc,Demographics,Executive / C-Suite / Director,Other Organizations,,Q1a,Q1a,QID11TEXT,QID11,Q1a,Q1a,Demographics info,COMPLETED,R_27CMXkDhfl0M0Hg,abc,md,TRUE, What is your Division?,1,,Optimizing AI,
md,abc,Demographics,Executive / C-Suite / Director,Other Organizations,,Q2,Q2,QID12TEXT,QID12,Q2,Q2,Demographics info,COMPLETED,R_27CMXkDhfl0M0Hg,md,md,TRUE, What is your title?,1,,Optimizing AI,
1,abc,Demographics,Executive / C-Suite / Director,Other Organizations,,Q3,Q3,QID13,QID13,Q3,Q3,Demographics info,COMPLETED,R_27CMXkDhfl0M0Hg,Executive / C-Suite / Director,md,TRUE, What is your level in your organization?,1,,Optimizing AI,
,abc,Demographics,Executive / C-Suite / Director,Other Organizations,,Q3_4_TEXT,Q3_4_TEXT,QID134TEXT,QID13,Q3_4_TEXT,Q3,Demographics info,COMPLETED,R_27CMXkDhfl0M0Hg,,md,TRUE, What is your level in your organization?,1,,Optimizing AI,
2,abc,Demographics,Executive / C-Suite / Director,Other Organizations,,Q4,Q4,QID14,QID14,Q4,Q4,Demographics info,COMPLETED,R_27CMXkDhfl0M0Hg,Technical decision maker (Tactical focus on how AI is implemented and interacts across IT),md,TRUE," When it comes to AI initiatives in your organization, which of the following best describes your role?",1,,Optimizing AI,
2,abc,Awareness,Executive / C-Suite / Director,Other Organizations,,Q5,Q5,QID15,QID15,Q5,Q5,Likert,COMPLETED,R_27CMXkDhfl0M0Hg,Moderately aware,md,FALSE, How aware are you of AI initiatives across your organization?,1,0.75,Optimizing AI,3
